id	surface	hanja	gloss	level	created	source
11426	경제 관계의 뉴스		hard news		2006-01-16T09:52:46Z	engdic-83313@ezcorean:83313
11427	경제 기획원		E, P, B,		2006-01-16T09:52:46Z	engdic-56384@ezcorean:56384
11428	경제 기획원		Economic Planning Board		2006-01-16T09:52:46Z	engdic-57002@ezcorean:57002
11429	경제 동물		economic animal		2006-01-16T09:52:46Z	engdic-56992@ezcorean:56992
11430	경제 모델		economic model		2006-01-16T09:52:46Z	engdic-57001@ezcorean:57001
11431	경제 모델의 작성자		model builder		2006-01-16T09:52:46Z	engdic-116107@ezcorean:116107
11432	경제 범죄		economic crime		2006-01-16T09:52:46Z	engdic-56995@ezcorean:56995
11433	경제 보고		Economic Report		2006-01-16T09:52:46Z	engdic-57004@ezcorean:57004
11434	경제 봉쇄		economic blockade		2006-01-16T09:52:46Z	engdic-56993@ezcorean:56993
11435	경제 성장률		economic growth rate		2006-01-16T09:52:46Z	engdic-56998@ezcorean:56998
11436	경제 수역		economic zone		2006-01-16T09:52:46Z	engdic-57007@ezcorean:57007
11437	경제 양립		gunsandbutter		2006-01-16T09:52:46Z	engdic-81383@ezcorean:81383
11438	경제 자립 주의자		autarkist		2006-01-16T09:52:46Z	engdic-9215@ezcorean:9215
11439	경제 정치학		ecopolitics		2006-01-16T09:52:46Z	engdic-57029@ezcorean:57029
11440	경제 지표		economic indicator		2006-01-16T09:52:46Z	engdic-56999@ezcorean:56999
11441	경제 지표		indicator		2006-01-16T09:52:46Z	engdic-93917@ezcorean:93917
11442	경제 협력국MSA의 구칭		ECA		2006-01-16T09:52:46Z	engdic-56842@ezcorean:56842
11443	경제가		economizer		2006-01-16T09:52:46Z	engdic-57017@ezcorean:57017
11444	경제계	經濟界	marketplace		2009-01-01T20:23:14Z	engdic-111246@ezcorean:111246
11445	경제관	經濟觀			2009-01-01T20:23:14Z	mr.hanja-212242@ezcorean:212242
11446	경제관념	經濟觀念			2009-01-01T20:23:14Z	mr.hanja-212243@ezcorean:212243
11447	경제국	經濟國			2009-01-01T20:23:14Z	mr.hanja-212244@ezcorean:212244
11448	경제국장	經濟局長			2009-01-01T20:23:14Z	mr.hanja-212245@ezcorean:212245
11449	경제권	經濟圈			2009-01-01T20:23:14Z	mr.hanja-212246@ezcorean:212246
11450	경제권	經濟權			2009-01-01T20:23:14Z	mr.hanja-212247@ezcorean:212247
11451	경제급전	經濟急電	provided the consumer with the cheapest electricity supply		2010-12-15T07:13:12Z	1215-235464@ezcorean:235464
11452	경제난	經濟難			2009-01-01T20:23:14Z	mr.hanja-212248@ezcorean:212248
11453	경제력	經濟力	Economic power	C	2009-01-01T20:23:14Z	joe-204969@ezcorean:209890
11454	경제력 집중 배제법		Economic Decentralization		2006-01-16T09:52:46Z	engdic-56996@ezcorean:56996
11455	경제력 활성화		revitalization		2006-01-16T09:52:46Z	engdic-155176@ezcorean:155176
11456	경제론	經濟論			2009-01-01T20:23:14Z	mr.hanja-212249@ezcorean:212249
11457	경제면	經濟面	the finance page of a newspaper		2009-03-28T23:30:22Z	joe-28773@ezcorean:28773
11458	경제봉쇄		blockade		2006-01-16T09:52:46Z	engdic-15115@ezcorean:15115
11459	경제부장		city editor		2006-01-16T09:52:46Z	engdic-28764@ezcorean:28764
11460	경제분석가		analyst		2006-01-16T09:52:46Z	engdic-4750@ezcorean:4750
11461	경제사	經濟史			2009-01-01T20:23:14Z	mr.hanja-212250@ezcorean:212250
11462	경제사가	經濟史家			2009-01-01T20:23:14Z	mr.hanja-212251@ezcorean:212251
11463	경제사적	經濟史的			2009-01-01T20:23:14Z	mr.hanja-212252@ezcorean:212252
11464	경제사학	經濟史學			2009-01-01T20:23:14Z	mr.hanja-212253@ezcorean:212253
11465	경제사학계	經濟史學界			2009-01-01T20:23:14Z	mr.hanja-212254@ezcorean:212254
11466	경제사학자	經濟史學者			2009-01-01T20:23:14Z	mr.hanja-212255@ezcorean:212255
11467	경제상의		economic		2006-01-16T09:52:46Z	engdic-56987@ezcorean:56987
11468	경제생활	經濟生活			2009-01-01T20:23:14Z	mr.hanja-212256@ezcorean:212256
11469	경제성	經濟性	economy, with economic viability		2010-12-11T11:47:58Z	mr.hanja-212257@ezcorean:212257
11470	경제속도로 달리다		cruise		2006-01-16T09:52:46Z	engdic-44081@ezcorean:44081
11471	경제요소	經濟要素	~~		2010-07-05T16:37:35Z	gss-234151@ezcorean:234151
11472	경제원칙에 맞지 않는		uneconomic		2006-01-16T09:52:46Z	engdic-193237@ezcorean:193237
11473	경제인	經濟人	economic man		2009-01-01T20:23:14Z	engdic-57000@ezcorean:57000
11474	경제자립정책		autarky		2006-01-16T09:52:46Z	engdic-9217@ezcorean:9217
11475	경제적	經濟的	Economical	B	2009-01-01T20:23:14Z	joe-202492@ezcorean:209891
11476	경제적 가치가 없는		noneconomic		2006-01-16T09:52:46Z	engdic-121999@ezcorean:121999
11477	경제적 붐의		boomy		2006-01-16T09:52:46Z	engdic-16274@ezcorean:16274
11478	경제적 사용		economization		2006-01-16T09:52:46Z	engdic-57013@ezcorean:57013
11479	경제적 제재		economic sanctions		2006-01-16T09:52:46Z	engdic-57006@ezcorean:57006
11480	경제적으로 사용하다		economize		2006-01-16T09:52:46Z	engdic-57014@ezcorean:57014
11481	경제적자급자족		autarky		2006-01-16T09:52:46Z	engdic-9216@ezcorean:9216
11482	경제전		white war		2006-01-16T09:52:46Z	engdic-202290@ezcorean:202290
11483	경제주의	經濟主義	economism		2009-01-01T20:23:14Z	engdic-57008@ezcorean:57008
11484	경제지상주의		economism		2006-01-16T09:52:46Z	engdic-57009@ezcorean:57009
11485	경제차		econobox		2006-01-16T09:52:46Z	engdic-56984@ezcorean:56984
11486	경제특구	經濟特區			2009-01-01T20:23:14Z	mr.hanja-212258@ezcorean:212258
11487	경제학	經濟學	Economics	C	2009-01-01T20:23:14Z	engdic-205713@ezcorean:135442
11488	경제학계	經濟學界			2009-01-01T20:23:14Z	mr.hanja-212259@ezcorean:212259
11489	경제학과	經濟學科			2009-01-01T20:23:14Z	mr.hanja-212260@ezcorean:212260
11490	경제학부	經濟學部			2009-01-01T20:23:14Z	mr.hanja-212261@ezcorean:212261
11491	경제학상의		economic		2006-01-16T09:52:46Z	engdic-56986@ezcorean:56986
11492	경제학자	經濟學者	economist		2009-01-01T20:23:14Z	engdic-57010@ezcorean:57010
11493	경제학적	經濟學的			2009-01-01T20:23:14Z	mr.hanja-212262@ezcorean:212262
11494	경조		race		2006-01-16T09:52:46Z	engdic-143972@ezcorean:143972
11495	경조부박	輕조浮薄	not taking things seriously, playing around.  The 조 means 방정 (correctness, state of being correct).		2009-01-01T20:23:14Z	mr.hanja-600136@ezcorean:212263
11496	경조사	慶弔事			2009-01-01T20:23:14Z	mr.hanja-212264@ezcorean:212264
11497	경조사비	慶弔事費			2009-01-01T20:23:14Z	mr.hanja-212265@ezcorean:212265
11498	경조직의		scleroid		2006-01-16T09:52:46Z	engdic-163081@ezcorean:163081
11499	경종	警鐘	alarm bell		2009-03-05T04:31:24Z	joe-3336@ezcorean:3336
11500	경종학자		agronomist		2006-01-16T09:52:46Z	engdic-2998@ezcorean:2998
11501	경좌차	硬座車			2009-01-01T20:23:14Z	mr.hanja-212266@ezcorean:212266
11502	경죄		veniality		2006-01-16T09:52:46Z	engdic-197053@ezcorean:197053
11503	경주	慶州	Region surrounding seoul	D	2009-01-01T20:23:14Z	engdic-258905@ezcorean:143971
11504	경주	傾注	devotion, dedication		2009-01-15T01:00:37Z	joe-211079@ezcorean:211079
11505	경주	競走	race, run in a race		2009-01-15T01:01:11Z	joe-211080@ezcorean:211080
11506	경주 중단구역		control		2006-01-16T09:52:46Z	engdic-38129@ezcorean:38129
11507	경주 판정용 카메라		phototimer		2006-01-16T09:52:46Z	engdic-133462@ezcorean:133462
11508	경주로		racecourse		2006-01-16T09:52:46Z	engdic-144038@ezcorean:144038
11509	경주로		track		2006-01-16T09:52:46Z	engdic-188169@ezcorean:188169
11510	경주마		racehorse		2009-01-15T00:56:06Z	joe-144045@ezcorean:144045
11511	경주마 도둑		horsenapping		2006-01-16T09:52:46Z	engdic-87911@ezcorean:87911
11512	경주시키다		race		2006-01-16T09:52:46Z	engdic-144001@ezcorean:144001
11513	경주에 참가하는		racing		2006-01-16T09:52:46Z	engdic-144110@ezcorean:144110
11514	경주에 참가하다		ran		2006-01-16T09:52:46Z	engdic-145284@ezcorean:145284
11515	경주용 보트		wherry		2006-01-16T09:52:46Z	engdic-201904@ezcorean:201904
11516	경주용 스케이트		racing skate		2006-01-16T09:52:46Z	engdic-144120@ezcorean:144120
11517	경주용 요트		raceabout		2006-01-16T09:52:46Z	engdic-144035@ezcorean:144035
11518	경주용 요트		racer		2006-01-16T09:52:46Z	engdic-144061@ezcorean:144061
11519	경주용 요트의 등급		rating		2006-01-16T09:52:46Z	engdic-146014@ezcorean:146014
11520	경주용 자동차		racing car		2006-01-16T09:52:46Z	engdic-144111@ezcorean:144111
11521	경주용의		running		2006-01-16T09:52:46Z	engdic-160372@ezcorean:160372
11522	경주의		racing		2006-01-16T09:52:46Z	engdic-144107@ezcorean:144107
11523	경주자		racer		2006-01-16T09:52:46Z	engdic-144059@ezcorean:144059
11524	경주장		race ground, racetrack		2009-01-15T00:56:29Z	joe-144043@ezcorean:144043
11525	경주장		velodrome (racetrack for bicycles)		2009-02-27T22:56:15Z	engdic-196940@ezcorean:196940
11526	경주하는		racing		2006-01-16T09:52:46Z	engdic-144109@ezcorean:144109
11527	경주하다	傾注하다,慶州하다,競走하다	race		2009-01-02T21:33:11Z	engdic-143993@ezcorean:143993
11528	경중	輕重			2009-01-01T20:23:14Z	mr.hanja-212267@ezcorean:212267
11529	경중미인	鏡中美人			2009-01-01T20:23:14Z	mr.hanja-212268@ezcorean:212268
11530	경지	耕地	cropland, plowland, tillage		2009-05-23T10:03:04Z	joe-43496@ezcorean:43496
11531	경지	境地	land that makes up the boundary; a field/area		2009-05-23T10:03:04Z	joe-206767@ezcorean:206767
11532	경지율	耕地率			2009-01-01T20:23:14Z	mr.hanja-212269@ezcorean:212269
11533	경직	硬直	rigidity		2009-01-01T20:23:14Z	engdic-156400@ezcorean:156400
11534	경직	硬直	rigor, rigour		2009-01-01T20:23:14Z	engdic-156430@ezcorean:156430
11535	경직 되다		ankylose		2006-01-16T09:52:46Z	engdic-5300@ezcorean:5300
11536	경직되게 하다		ankylose		2006-01-16T09:52:46Z	engdic-5299@ezcorean:5299
11537	경직성	硬直性			2009-01-01T20:23:14Z	mr.hanja-212270@ezcorean:212270
11538	경직화		ossification		2006-01-16T09:52:46Z	engdic-126342@ezcorean:126342
11539	경진	競進			2009-01-01T20:23:14Z	mr.hanja-212271@ezcorean:212271
11540	경질	更迭	changeover		2009-01-01T20:23:14Z	engdic-25110@ezcorean:25110
11541	경질	更迭	horniness		2009-01-01T20:23:14Z	engdic-87756@ezcorean:87756
11542	경질 고무		hard rubber		2006-01-16T09:52:46Z	engdic-83336@ezcorean:83336
11543	경질 금속을 입히다		hardface		2006-01-16T09:52:46Z	engdic-83203@ezcorean:83203
11544	경질 백악		clunch		2006-01-16T09:52:46Z	engdic-31197@ezcorean:31197
11545	경질 벽돌		Dutch clinker		2006-01-16T09:52:46Z	engdic-56143@ezcorean:56143
11546	경질 소맥		hard wheat		2006-01-16T09:52:46Z	engdic-83389@ezcorean:83389
11547	경질 수목		ironwood		2006-01-16T09:52:46Z	engdic-99190@ezcorean:99190
11548	경질 자기		hard paste		2006-01-16T09:52:46Z	engdic-83329@ezcorean:83329
11549	경질목재		ironwood		2006-01-16T09:52:46Z	engdic-99189@ezcorean:99189
11550	경질의		scleroid		2006-01-16T09:52:46Z	engdic-163080@ezcorean:163080
11551	경질지층		hardpan		2006-01-16T09:52:46Z	engdic-83324@ezcorean:83324
11552	경차	輕車	a light car or truck		2009-01-01T20:23:14Z	mr.hanja-212272@ezcorean:212272
11553	경착륙		hard landing		2006-01-16T09:52:46Z	engdic-83268@ezcorean:83268
11554	경찰	警察	The police (경계하여 실핌). same as 경찰관	A	2009-01-01T20:23:14Z	engdic-200632@ezcorean:57915
11555	경찰견	警察犬	bloodhound, police dog, sleuthhound, tracker		2009-02-26T06:27:43Z	joe-15202@ezcorean:15202
11556	경찰관	警察官	a policeman	A	2009-01-01T20:23:14Z	engdic-202329@ezcorean:135378
11557	경찰관할구		constabulary		2006-01-16T09:52:46Z	engdic-37004@ezcorean:37004
11558	경찰국장		commissary		2006-01-16T09:52:46Z	engdic-33739@ezcorean:33739
11559	경찰국장		constable		2006-01-16T09:52:46Z	engdic-36999@ezcorean:36999
11560	경찰대		the police force		2009-03-17T23:24:47Z	joe-135388@ezcorean:135388
11561	경찰력	警察力	police force		2009-01-01T20:23:14Z	engdic-135389@ezcorean:135389
11562	경찰봉		a police baton, a billy, a truncheon		2009-01-14T18:02:32Z	mrfinance-11737@ezcorean:11737
11563	경찰서	警察署	A police station	A	2009-01-01T20:23:14Z	engdic-203214@ezcorean:103049
11564	경찰서장	警察署長	chief constable, police chief		2009-03-02T22:06:41Z	joe-26551@ezcorean:26551
11565	경찰차	警察車			2009-01-01T20:23:14Z	mr.hanja-212273@ezcorean:212273
11566	경찰청	警察廳			2009-01-01T20:23:14Z	mr.hanja-212274@ezcorean:212274
11567	경찰청장	警察廳長			2009-01-01T20:23:14Z	mr.hanja-212275@ezcorean:212275
11568	경창	競唱			2009-01-01T20:23:14Z	mr.hanja-212276@ezcorean:212276
11569	경책	警策			2009-01-01T20:23:14Z	mr.hanja-212277@ezcorean:212277
11570	경척증		hard pad		2006-01-16T09:52:46Z	engdic-83322@ezcorean:83322
11571	경천동지	驚天動地	세상을 몹시 놀나게 함		2009-01-01T20:23:14Z	mr.hanja-600860@ezcorean:212278
11572	경천애인	敬天愛人	respect the sky, loving people		2009-01-01T20:23:14Z	mr.hanja-600861@ezcorean:212279
11573	경천위지	經天緯地			2009-01-01T20:23:14Z	mr.hanja-212280@ezcorean:212280
11574	경철		spiegeleisen		2006-01-16T09:52:46Z	engdic-173907@ezcorean:173907
11575	경첩		hinge		2006-01-16T09:52:46Z	engdic-86362@ezcorean:86362
11576	경첩 관절		ginglymus		2006-01-16T09:52:46Z	engdic-76930@ezcorean:76930
11577	경첩 관절		hinge joint		2006-01-16T09:52:46Z	engdic-86369@ezcorean:86369
11578	경첩식의		hingeless		2006-01-16T09:52:46Z	engdic-86370@ezcorean:86370
11579	경첩이 달린		hinged		2006-01-16T09:52:46Z	engdic-86368@ezcorean:86368
11580	경첩이 달린 기둥		heelpost		2006-01-16T09:52:46Z	engdic-84797@ezcorean:84797
11581	경청	傾聽	to bend the ear towards the person you`re listening to		2009-03-13T11:55:56Z	joe-106749@ezcorean:106749
11582	경청자		listener		2006-01-16T09:52:46Z	engdic-106743@ezcorean:106743
11583	경청하다	傾聽하다	to tilt the ears when listening to sb		2009-03-13T20:07:19Z	joe-231802@ezcorean:231802
11584	경청하다	敬聽하다	to listen		2009-03-13T20:06:50Z	joe-106735@ezcorean:106735
11585	경추	頸椎			2009-01-01T20:23:14Z	mr.hanja-212281@ezcorean:212281
11586	경축	慶祝	contracture		2009-01-01T20:23:14Z	engdic-37934@ezcorean:37934
11587	경축	慶祝	festivity		2009-01-01T20:23:14Z	engdic-66108@ezcorean:66108
11588	경축의 종		joubells		2006-01-16T09:52:46Z	engdic-101072@ezcorean:101072
11589	경축일		high day		2006-01-16T09:52:46Z	engdic-85988@ezcorean:85988
11590	경축일		red-letter day		2006-01-16T09:52:46Z	engdic-148453@ezcorean:148453
11591	경축하다	慶祝하다	congratulate		2009-01-02T21:33:11Z	engdic-36274@ezcorean:36274
11592	경치	景致	A scene or  scenery	A	2009-01-01T20:23:14Z	engdic-205452@ezcorean:162719
11593	경치 좋은 간선 도로		driveway		2006-01-16T09:52:46Z	engdic-55232@ezcorean:55232
11594	경치게 하다		bemaul		2006-01-16T09:52:46Z	engdic-12904@ezcorean:12904
11595	경칠놈의		confounded		2006-01-16T09:52:46Z	engdic-36117@ezcorean:36117
11596	경침		dip needle		2006-01-16T09:52:46Z	engdic-51307@ezcorean:51307
11597	경칩	驚蟄			2009-01-01T20:23:14Z	mr.hanja-212282@ezcorean:212282
11598	경칭		compellation		2006-01-16T09:52:46Z	engdic-34462@ezcorean:34462
11599	경칭		honorific		2006-01-16T09:52:46Z	engdic-87455@ezcorean:87455
11600	경쾌	輕快	buoyancy		2009-01-01T20:23:14Z	engdic-18866@ezcorean:18866
11601	경쾌하게		light, lightly, swingingly		2008-08-08T17:08:08Z	joe-106058@ezcorean:106058
11602	경쾌하게 노래 부르다		lilt		2006-01-16T09:52:46Z	engdic-106256@ezcorean:106256
11603	경쾌한		airy, buoyant, light, springy		2008-08-08T17:08:08Z	joe-3274@ezcorean:3274
11604	경타		putt		2006-01-16T09:52:46Z	engdic-142821@ezcorean:142821
11605	경타		tit		2006-01-16T09:52:46Z	engdic-186667@ezcorean:186667
11606	경타 구역		putting green		2006-01-16T09:52:46Z	engdic-142831@ezcorean:142831
11607	경타 안마법		tapotement		2006-01-16T09:52:46Z	engdic-182854@ezcorean:182854
11608	경타용 채		putter		2006-01-16T09:52:46Z	engdic-142826@ezcorean:142826
11609	경타자		putter		2006-01-16T09:52:46Z	engdic-142825@ezcorean:142825
11610	경탄	敬歎,驚歎	admiration, marvel, wonderment		2009-03-08T21:06:18Z	joe-1801@ezcorean:1801
11611	경탄스러운		mindboggling		2006-01-16T09:52:46Z	engdic-115053@ezcorean:115053
11612	경탄하다	敬歎하다,驚歎하다	marvell		2009-03-08T21:06:26Z	engdic-111494@ezcorean:111494
11613	경편궤도	輕便軌道	railway		2006-01-16T09:52:46Z	engdic-144836@ezcorean:144836
11614	경편철도	輕便鐵道	light railway		2006-01-16T09:52:46Z	engdic-106151@ezcorean:106151
11615	경포		falconet		2006-01-16T09:52:46Z	engdic-64386@ezcorean:64386
11616	경품	景品	an extra gift, a prize ; a give-away		2009-02-03T06:32:16Z	khk-63274@ezcorean:63274
11617	경품권		a gift coupon, a gift voucher		2009-03-12T22:35:13Z	joe-76764@ezcorean:76764
11618	경품부	景品付			2009-01-01T20:23:14Z	mr.hanja-212283@ezcorean:212283
11619	경피 어류		leatherjacket		2006-01-16T09:52:46Z	engdic-104975@ezcorean:104975
11620	경하		congratulation		2006-01-16T09:52:46Z	engdic-36277@ezcorean:36277
11621	경하의		congratulantp		2006-01-16T09:52:46Z	engdic-36271@ezcorean:36271
11622	경합	競合			2009-01-01T20:23:14Z	mr.hanja-212284@ezcorean:212284
11623	경합권리 확인 수속을 밟다		interplead		2006-01-16T09:52:46Z	engdic-97810@ezcorean:97810
11624	경합자	競合者			2009-01-01T20:23:14Z	mr.hanja-212285@ezcorean:212285
11625	경합하다	競合하다	compete		2009-01-02T21:33:11Z	engdic-34496@ezcorean:34496
11626	경항공기 조종법		aerostation		2006-01-16T09:52:46Z	engdic-2311@ezcorean:2311
11627	경향	傾向	Tendency or  trend	C	2009-01-01T20:23:14Z	joe-201093@ezcorean:13077
11628	경향극	傾向劇			2009-01-01T20:23:14Z	mr.hanja-212286@ezcorean:212286
11629	경향을 나타내며		inclined		2006-01-16T09:52:46Z	engdic-92968@ezcorean:92968
11630	경향을 띠어		given		2006-01-16T09:52:46Z	engdic-77071@ezcorean:77071
11631	경향이있다		tend		2006-01-16T09:52:46Z	engdic-183850@ezcorean:183850
11632	경향적인		tendencious, -tious		2006-01-16T09:52:46Z	engdic-183855@ezcorean:183855
11633	경험	經驗	Experience or  undergo or  suffer	B	2009-01-01T20:23:14Z	joe-200585@ezcorean:44941
11634	경험 부족의		uninitiate		2006-01-16T09:52:46Z	engdic-193723@ezcorean:193723
11635	경험 사망표		experience table		2006-01-16T09:52:46Z	engdic-62796@ezcorean:62796
11636	경험 없는		guiltless		2006-01-16T09:52:46Z	engdic-81181@ezcorean:81181
11637	경험담	經驗談	experience		2009-01-01T20:23:14Z	engdic-62790@ezcorean:62790
11638	경험론자		empiricist		2006-01-16T09:52:46Z	engdic-58892@ezcorean:58892
11639	경험률	經驗率			2009-01-01T20:23:14Z	mr.hanja-212287@ezcorean:212287
11640	경험상의		empirical		2006-01-16T09:52:46Z	engdic-58886@ezcorean:58886
11641	경험없는 풋내기의		new		2006-01-16T09:52:46Z	engdic-120428@ezcorean:120428
11642	경험으로 알다		experience		2006-01-16T09:52:46Z	engdic-62792@ezcorean:62792
11643	경험을 가진		experienced		2006-01-16T09:52:46Z	engdic-62793@ezcorean:62793
11644	경험을 쌓은		hackneyed		2006-01-16T09:52:46Z	engdic-81840@ezcorean:81840
